protein_1,protein_1_idx,protein_2,protein_2_idx,confidence,size_p1,size_p2,attribute
M8lcl_FP565814.1_prot_CBH24524.1_1603_[gene=panC]_[protein=Pantoate__beta_alanine_ligase]_[protein_id=CBH24524.1]_[location=1829877..1830812],1602,M8lcl_FP565814.1_prot_CBH24570.1_1648_[gene=aldH]_[protein=Aldehyde_dehydrogenase]_[protein_id=CBH24570.1]_[location=complement(1876710..1878344)],1647,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24524.1_1603_[gene=panC]_[protein=Pantoate__beta_alanine_ligase]_[protein_id=CBH24524.1]_[location=1829877..1830812],1602,M8lcl_FP565814.1_prot_CBH24915.1_1994_[gene=aldHT]_[protein=Aldehyde_dehydrogenase]_[protein_id=CBH24915.1]_[location=2280136..2281623],1993,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24526.1_1605_[gene=mmgB]_[protein=Probable_3_hydroxybutyryl_CoA_dehydrogenase]_[protein_id=CBH24526.1]_[location=1831573..1832427],1604,M8lcl_FP565814.1_prot_CBH24572.1_1651_[gene=fadJ]_[protein=fatty_acid_oxidation_complex_alpha_subunit]_[protein_id=CBH24572.1]_[location=complement(1880599..1882758)],1650,0.6227133263699676,1,2,INFO
M8lcl_FP565814.1_prot_CBH24526.1_1605_[gene=mmgB]_[protein=Probable_3_hydroxybutyryl_CoA_dehydrogenase]_[protein_id=CBH24526.1]_[location=1831573..1832427],1604,M8lcl_FP565814.1_prot_CBH24666.1_1745_[gene=atoB]_[protein=Acetyl_CoA_acetyltransferase]_[protein_id=CBH24666.1]_[location=complement(1991365..1992555)],1744,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24536.1_1615_[gene=ltaE]_[protein=Threonine_aldolase]_[protein_id=CBH24536.1]_[location=complement(1841284..1842330)],1614,M8lcl_FP565814.1_prot_CBH23875.1_954_[gene=glyA]_[protein=Serine_hydroxymethyltransferase]_[protein_id=CBH23875.1]_[location=1081013..1082311],953,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24536.1_1615_[gene=ltaE]_[protein=Threonine_aldolase]_[protein_id=CBH24536.1]_[location=complement(1841284..1842330)],1614,"M8lcl_FP565814.1_prot_CBH24339.1_1418_[gene=SRM_01418]_[protein=Aldehyde_dehydrogenase,_mitochondrial_precursor]_[protein_id=CBH24339.1]_[location=1607566..1609155]",1417,0.6104890028740664,1,2,INFO
M8lcl_FP565814.1_prot_CBH24536.1_1615_[gene=ltaE]_[protein=Threonine_aldolase]_[protein_id=CBH24536.1]_[location=complement(1841284..1842330)],1614,M8lcl_FP565814.1_prot_CBH24367.1_1446_[gene=gcvP]_[protein=Glycine_dehydrogenase_[decarboxylating]]_[protein_id=CBH24367.1]_[location=complement(1640638..1643550)],1445,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24536.1_1615_[gene=ltaE]_[protein=Threonine_aldolase]_[protein_id=CBH24536.1]_[location=complement(1841284..1842330)],1614,M8lcl_FP565814.1_prot_CBH24380.1_1459_[gene=ilvA]_[protein=Threonine_dehydratase_biosynthetic]_[protein_id=CBH24380.1]_[location=complement(1665426..1666520)],1458,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24536.1_1615_[gene=ltaE]_[protein=Threonine_aldolase]_[protein_id=CBH24536.1]_[location=complement(1841284..1842330)],1614,M8lcl_FP565814.1_prot_CBH24459.1_1538_[gene=ssdA]_[protein=Succinate_semialdehyde_dehydrogenase_[NADP+]]_[protein_id=CBH24459.1]_[location=1755400..1756920],1537,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24536.1_1615_[gene=ltaE]_[protein=Threonine_aldolase]_[protein_id=CBH24536.1]_[location=complement(1841284..1842330)],1614,M8lcl_FP565814.1_prot_CBH24570.1_1648_[gene=aldH]_[protein=Aldehyde_dehydrogenase]_[protein_id=CBH24570.1]_[location=complement(1876710..1878344)],1647,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24536.1_1615_[gene=ltaE]_[protein=Threonine_aldolase]_[protein_id=CBH24536.1]_[location=complement(1841284..1842330)],1614,M8lcl_FP565814.1_prot_CBH24915.1_1994_[gene=aldHT]_[protein=Aldehyde_dehydrogenase]_[protein_id=CBH24915.1]_[location=2280136..2281623],1993,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24536.1_1615_[gene=ltaE]_[protein=Threonine_aldolase]_[protein_id=CBH24536.1]_[location=complement(1841284..1842330)],1614,M8lcl_FP565814.1_prot_CBH25518.1_2597_[gene=thrC]_[protein=threonine_synthase]_[protein_id=CBH25518.1]_[location=complement(3033534..3034874)],2596,0.5942031600759262,1,2,INFO
M8lcl_FP565814.1_prot_CBH24536.1_1615_[gene=ltaE]_[protein=Threonine_aldolase]_[protein_id=CBH24536.1]_[location=complement(1841284..1842330)],1614,M8lcl_FP565814.1_prot_CBH25559.1_2638_[gene=folC]_[protein=Folylpolyglutamate_synthase]_[protein_id=CBH25559.1]_[location=3092468..3093775],2637,0.7292680375979573,1,2,INFO
M8lcl_FP565814.1_prot_CBH24538.1_1617_[gene=ldcA]_[protein=Muramoyltetrapeptide_carboxypeptidase]_[protein_id=CBH24538.1]_[location=complement(1843039..1843968)],1616,M8lcl_FP565814.1_prot_CBH24036.1_1115_[gene=murC]_[protein=UDP_N_acetylmuramate__L_alanine_ligase]_[protein_id=CBH24036.1]_[location=complement(1277685..1279160)],1114,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24538.1_1617_[gene=ldcA]_[protein=Muramoyltetrapeptide_carboxypeptidase]_[protein_id=CBH24538.1]_[location=complement(1843039..1843968)],1616,M8lcl_FP565814.1_prot_CBH25634.1_2713_[gene=amiB]_[protein=N_acetylmuramoyl_L_alanine_amidase]_[protein_id=CBH25634.1]_[location=complement(3182831..3184117)],2712,0.5095590259691828,1,2,INFO
M8lcl_FP565814.1_prot_CBH24548.1_1627_[gene=dapA]_[protein=Dihydrodipicolinate_synthase]_[protein_id=CBH24548.1]_[location=complement(1850584..1851522)],1626,M8lcl_FP565814.1_prot_CBH23788.1_867_[gene=metL]_[protein=Bifunctional_aspartokinase/homoserine_dehydrogenase_II]_[protein_id=CBH23788.1]_[location=complement(994511..996976)],866,0.6523915533237287,1,2,INFO
M8lcl_FP565814.1_prot_CBH24554.1_1633_[gene=dnaQ]_[protein=DNA_polymerase_III_epsilon_subunit]_[protein_id=CBH24554.1]_[location=1855762..1857453],1632,M8lcl_FP565814.1_prot_CBH23962.1_1041_[gene=dnaX]_[protein=DNA_polymerase_III_gamma/tau_subunit]_[protein_id=CBH23962.1]_[location=1193487..1194674],1040,0.656052210950891,1,2,INFO
M8lcl_FP565814.1_prot_CBH24554.1_1633_[gene=dnaQ]_[protein=DNA_polymerase_III_epsilon_subunit]_[protein_id=CBH24554.1]_[location=1855762..1857453],1632,"M8lcl_FP565814.1_prot_CBH24094.1_1173_[gene=dnaE2]_[protein=DNA_polymerase_III,_alpha_subunit]_[protein_id=CBH24094.1]_[location=complement(1342632..1346132)]",1172,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24554.1_1633_[gene=dnaQ]_[protein=DNA_polymerase_III_epsilon_subunit]_[protein_id=CBH24554.1]_[location=1855762..1857453],1632,M8lcl_FP565814.1_prot_CBH24148.1_1227_[gene=pyk]_[protein=Pyruvate_kinase]_[protein_id=CBH24148.1]_[location=1404402..1405832],1226,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24554.1_1633_[gene=dnaQ]_[protein=DNA_polymerase_III_epsilon_subunit]_[protein_id=CBH24554.1]_[location=1855762..1857453],1632,M8lcl_FP565814.1_prot_CBH24757.1_1835_[gene=polA]_[protein=DNA_polymerase_I]_[protein_id=CBH24757.1]_[location=complement(2094769..2097618)],1834,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24554.1_1633_[gene=dnaQ]_[protein=DNA_polymerase_III_epsilon_subunit]_[protein_id=CBH24554.1]_[location=1855762..1857453],1632,M8lcl_FP565814.1_prot_CBH25697.1_2776_[gene=dnaX]_[protein=DNA_polymerase_III_subunit_tau]_[protein_id=CBH25697.1]_[location=complement(3264006..3266285)],2775,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24572.1_1651_[gene=fadJ]_[protein=fatty_acid_oxidation_complex_alpha_subunit]_[protein_id=CBH24572.1]_[location=complement(1880599..1882758)],1650,M8lcl_FP565814.1_prot_CBH24216.1_1295_[gene=SRM_01295]_[protein=Acyl_CoA_dehydrogenases]_[protein_id=CBH24216.1]_[location=1462631..1463878],1294,0.6567834773069233,1,2,INFO
M8lcl_FP565814.1_prot_CBH24572.1_1651_[gene=fadJ]_[protein=fatty_acid_oxidation_complex_alpha_subunit]_[protein_id=CBH24572.1]_[location=complement(1880599..1882758)],1650,"M8lcl_FP565814.1_prot_CBH24319.1_1398_[gene=SRM_01398]_[protein=3_hydroxyacyl_CoA_dehydrogenase,_C_terminal_domain_family]_[protein_id=CBH24319.1]_[location=1584239..1586647]",1397,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24572.1_1651_[gene=fadJ]_[protein=fatty_acid_oxidation_complex_alpha_subunit]_[protein_id=CBH24572.1]_[location=complement(1880599..1882758)],1650,M8lcl_FP565814.1_prot_CBH24320.1_1399_[gene=thlA]_[protein=Acetyl_CoA_acetyltransferase]_[protein_id=CBH24320.1]_[location=1586764..1587969],1398,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24572.1_1651_[gene=fadJ]_[protein=fatty_acid_oxidation_complex_alpha_subunit]_[protein_id=CBH24572.1]_[location=complement(1880599..1882758)],1650,M8lcl_FP565814.1_prot_CBH24322.1_1401_[gene=fadE]_[protein=acyl_coenzyme_A_dehydrogenase]_[protein_id=CBH24322.1]_[location=1589143..1591773],1400,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24572.1_1651_[gene=fadJ]_[protein=fatty_acid_oxidation_complex_alpha_subunit]_[protein_id=CBH24572.1]_[location=complement(1880599..1882758)],1650,M8lcl_FP565814.1_prot_CBH24488.1_1567_[gene=SRM_01567]_[protein=Zinc_containing_alcohol_dehydrogenase_superfamily]_[protein_id=CBH24488.1]_[location=1786624..1787688],1566,0.6243716846687681,1,2,INFO
M8lcl_FP565814.1_prot_CBH24572.1_1651_[gene=fadJ]_[protein=fatty_acid_oxidation_complex_alpha_subunit]_[protein_id=CBH24572.1]_[location=complement(1880599..1882758)],1650,M8lcl_FP565814.1_prot_CBH24526.1_1605_[gene=mmgB]_[protein=Probable_3_hydroxybutyryl_CoA_dehydrogenase]_[protein_id=CBH24526.1]_[location=1831573..1832427],1604,0.6340026613764747,1,2,INFO
M8lcl_FP565814.1_prot_CBH24572.1_1651_[gene=fadJ]_[protein=fatty_acid_oxidation_complex_alpha_subunit]_[protein_id=CBH24572.1]_[location=complement(1880599..1882758)],1650,M8lcl_FP565814.1_prot_CBH24570.1_1648_[gene=aldH]_[protein=Aldehyde_dehydrogenase]_[protein_id=CBH24570.1]_[location=complement(1876710..1878344)],1647,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24572.1_1651_[gene=fadJ]_[protein=fatty_acid_oxidation_complex_alpha_subunit]_[protein_id=CBH24572.1]_[location=complement(1880599..1882758)],1650,M8lcl_FP565814.1_prot_CBH24666.1_1745_[gene=atoB]_[protein=Acetyl_CoA_acetyltransferase]_[protein_id=CBH24666.1]_[location=complement(1991365..1992555)],1744,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24572.1_1651_[gene=fadJ]_[protein=fatty_acid_oxidation_complex_alpha_subunit]_[protein_id=CBH24572.1]_[location=complement(1880599..1882758)],1650,M8lcl_FP565814.1_prot_CBH24809.1_1888_[gene=acs]_[protein=Acetyl_coenzyme_A_synthetase]_[protein_id=CBH24809.1]_[location=complement(2153770..2155761)],1887,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24572.1_1651_[gene=fadJ]_[protein=fatty_acid_oxidation_complex_alpha_subunit]_[protein_id=CBH24572.1]_[location=complement(1880599..1882758)],1650,M8lcl_FP565814.1_prot_CBH24915.1_1994_[gene=aldHT]_[protein=Aldehyde_dehydrogenase]_[protein_id=CBH24915.1]_[location=2280136..2281623],1993,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24572.1_1651_[gene=fadJ]_[protein=fatty_acid_oxidation_complex_alpha_subunit]_[protein_id=CBH24572.1]_[location=complement(1880599..1882758)],1650,M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24576.1_1655_[gene=SRM_01655]_[protein=methyl_accepting_chemotaxis_protein]_[protein_id=CBH24576.1]_[location=1885544..1887493],1654,M8lcl_FP565814.1_prot_CBH25738.1_2817_[gene=vicK]_[protein=methyl_accepting_chemotaxis_transducer]_[protein_id=CBH25738.1]_[location=complement(3308294..3310189)],2816,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24576.1_1655_[gene=SRM_01655]_[protein=methyl_accepting_chemotaxis_protein]_[protein_id=CBH24576.1]_[location=1885544..1887493],1654,M8lcl_FP565814.1_prot_CBH25742.1_2821_[gene=cheB]_[protein=Chemotaxis_response_regulator_protein_glutamate_methylesterase_of_group_1_operon]_[protein_id=CBH25742.1]_[location=complement(3314723..3315823)],2820,0.5330418101766328,1,2,INFO
M8lcl_FP565814.1_prot_CBH24576.1_1655_[gene=SRM_01655]_[protein=methyl_accepting_chemotaxis_protein]_[protein_id=CBH24576.1]_[location=1885544..1887493],1654,M8lcl_FP565814.1_prot_CBH25743.1_2822_[gene=cheA]_[protein=Chemotaxis_protein_cheA]_[protein_id=CBH25743.1]_[location=complement(3315870..3317789)],2821,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH24588.1_1667_[gene=fbp]_[protein=Fructose_1,6_bisphosphatase]_[protein_id=CBH24588.1]_[location=1901581..1902651]",1666,M8lcl_FP565814.1_prot_CBH23925.1_1004_[gene=pfkA]_[protein=6_phosphofructokinase_isozyme_1]_[protein_id=CBH23925.1]_[location=complement(1142116..1143198)],1003,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH24588.1_1667_[gene=fbp]_[protein=Fructose_1,6_bisphosphatase]_[protein_id=CBH24588.1]_[location=1901581..1902651]",1666,M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH24588.1_1667_[gene=fbp]_[protein=Fructose_1,6_bisphosphatase]_[protein_id=CBH24588.1]_[location=1901581..1902651]",1666,M8lcl_FP565814.1_prot_CBH25076.1_2155_[gene=tal]_[protein=Transaldolase]_[protein_id=CBH25076.1]_[location=2478946..2479656],2154,0.708576879103104,1,2,INFO
"M8lcl_FP565814.1_prot_CBH24588.1_1667_[gene=fbp]_[protein=Fructose_1,6_bisphosphatase]_[protein_id=CBH24588.1]_[location=1901581..1902651]",1666,"M8lcl_FP565814.1_prot_CBH25107.1_2186_[gene=pdhB]_[protein=pyruvate_dehydrogenase_complex,_E1_component]_[protein_id=CBH25107.1]_[location=complement(2516361..2517344)]",2185,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH24588.1_1667_[gene=fbp]_[protein=Fructose_1,6_bisphosphatase]_[protein_id=CBH24588.1]_[location=1901581..1902651]",1666,M8lcl_FP565814.1_prot_CBH25253.1_2332_[gene=pfkA]_[protein=6_phosphofructokinase]_[protein_id=CBH25253.1]_[location=2689727..2690866],2331,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24590.1_1669_[gene=fadB]_[protein=Probable_enoyl_CoA_hydratase]_[protein_id=CBH24590.1]_[location=1903507..1904361],1668,M8lcl_FP565814.1_prot_CBH24216.1_1295_[gene=SRM_01295]_[protein=Acyl_CoA_dehydrogenases]_[protein_id=CBH24216.1]_[location=1462631..1463878],1294,0.6313323711221076,1,2,INFO
M8lcl_FP565814.1_prot_CBH24590.1_1669_[gene=fadB]_[protein=Probable_enoyl_CoA_hydratase]_[protein_id=CBH24590.1]_[location=1903507..1904361],1668,M8lcl_FP565814.1_prot_CBH24356.1_1435_[gene=mvaB]_[protein=Hydroxymethylglutaryl_CoA_lyase]_[protein_id=CBH24356.1]_[location=1627291..1628226],1434,0.6634686840101416,1,2,INFO
M8lcl_FP565814.1_prot_CBH24590.1_1669_[gene=fadB]_[protein=Probable_enoyl_CoA_hydratase]_[protein_id=CBH24590.1]_[location=1903507..1904361],1668,M8lcl_FP565814.1_prot_CBH24865.1_1944_[gene=mmgC]_[protein=acyl_CoA_dehydrogenase]_[protein_id=CBH24865.1]_[location=complement(2219935..2222295)],1943,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24592.1_1671_[gene=SRM_01671]_[protein=phytoene_synthase]_[protein_id=CBH24592.1]_[location=1906631..1907440],1670,M8lcl_FP565814.1_prot_CBH25197.1_2276_[gene=crtI]_[protein=Phytoene_dehydrogenase]_[protein_id=CBH25197.1]_[location=complement(2628246..2629907)],2275,0.6007088218205443,1,2,INFO
"M8lcl_FP565814.1_prot_CBH24594.1_1673_[gene=SRM_01673]_[protein=conserved_hypothetical_protein,_membrane]_[protein_id=CBH24594.1]_[location=1908571..1909350]",1672,M8lcl_FP565814.1_prot_CBH24577.1_1656_[gene=glpA]_[protein=FAD_dependent_glycerol_3_phosphate_dehydrogenase_subunit]_[protein_id=CBH24577.1]_[location=complement(1887585..1889159)],1655,0.7279032774268449,1,2,INFO
"M8lcl_FP565814.1_prot_CBH24594.1_1673_[gene=SRM_01673]_[protein=conserved_hypothetical_protein,_membrane]_[protein_id=CBH24594.1]_[location=1908571..1909350]",1672,M8lcl_FP565814.1_prot_CBH24587.1_1666_[gene=gpsA]_[protein=Glycerol_3_phosphate_dehydrogenase_[NAD(P)+]]_[protein_id=CBH24587.1]_[location=1900487..1901512],1665,0.6339764406690894,1,2,INFO
"M8lcl_FP565814.1_prot_CBH24594.1_1673_[gene=SRM_01673]_[protein=conserved_hypothetical_protein,_membrane]_[protein_id=CBH24594.1]_[location=1908571..1909350]",1672,M8lcl_FP565814.1_prot_CBH24595.1_1674_[gene=gpsA]_[protein=Glycerol_3_phosphate_dehydrogenase]_[protein_id=CBH24595.1]_[location=1909356..1910510],1673,0.6071096286509758,1,2,INFO
M8lcl_FP565814.1_prot_CBH24608.1_1687_[gene=SRM_01687]_[protein=hypothetical_protein]_[protein_id=CBH24608.1]_[location=complement(1921048..1921278)],1686,M8lcl_FP565814.1_prot_CBH24148.1_1227_[gene=pyk]_[protein=Pyruvate_kinase]_[protein_id=CBH24148.1]_[location=1404402..1405832],1226,0.5802753677007453,1,2,INFO
M8lcl_FP565814.1_prot_CBH24608.1_1687_[gene=SRM_01687]_[protein=hypothetical_protein]_[protein_id=CBH24608.1]_[location=complement(1921048..1921278)],1686,M8lcl_FP565814.1_prot_CBH24906.1_1985_[gene=pnpA]_[protein=polyribonucleotide_nucleotidyltransferase]_[protein_id=CBH24906.1]_[location=complement(2267574..2269811)],1984,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24624.1_1703_[gene=SRM_01703]_[protein=conserved_hypothetical_protein]_[protein_id=CBH24624.1]_[location=1935853..1937067],1702,M8lcl_FP565814.1_prot_CBH23911.1_990_[gene=sucB]_[protein=Dihydrolipoamide_succinyltransferase_component_of_2_oxoglutarate_dehydrogenase]_[protein_id=CBH23911.1]_[location=complement(1125650..1127575)],989,0.5974613276282609,1,2,INFO
M8lcl_FP565814.1_prot_CBH24624.1_1703_[gene=SRM_01703]_[protein=conserved_hypothetical_protein]_[protein_id=CBH24624.1]_[location=1935853..1937067],1702,"M8lcl_FP565814.1_prot_CBH24052.1_1131_[gene=accC]_[protein=Acetyl_CoA_carboxylase,_biotin_carboxylase]_[protein_id=CBH24052.1]_[location=1298499..1299866]",1130,0.5385073615226581,1,2,INFO
M8lcl_FP565814.1_prot_CBH24624.1_1703_[gene=SRM_01703]_[protein=conserved_hypothetical_protein]_[protein_id=CBH24624.1]_[location=1935853..1937067],1702,M8lcl_FP565814.1_prot_CBH24815.1_1894_[gene=bhbA]_[protein=Methylmalonyl_CoA_mutase]_[protein_id=CBH24815.1]_[location=complement(2161552..2165061)],1893,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24624.1_1703_[gene=SRM_01703]_[protein=conserved_hypothetical_protein]_[protein_id=CBH24624.1]_[location=1935853..1937067],1702,M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24624.1_1703_[gene=SRM_01703]_[protein=conserved_hypothetical_protein]_[protein_id=CBH24624.1]_[location=1935853..1937067],1702,M8lcl_FP565814.1_prot_CBH25291.1_2370_[gene=leuA]_[protein=2_isopropylmalate_synthase]_[protein_id=CBH25291.1]_[location=2735564..2737204],2369,0.5354884107165774,1,2,INFO
M8lcl_FP565814.1_prot_CBH24624.1_1703_[gene=SRM_01703]_[protein=conserved_hypothetical_protein]_[protein_id=CBH24624.1]_[location=1935853..1937067],1702,M8lcl_FP565814.1_prot_CBH25296.1_2375_[gene=leuA]_[protein=2_isopropylmalate_synthase]_[protein_id=CBH25296.1]_[location=2741793..2743484],2374,0.6879594309615006,1,2,INFO
M8lcl_FP565814.1_prot_CBH24634.1_1713_[gene=purC]_[protein=Phosphoribosylaminoimidazole_succinocarboxamidesynthase]_[protein_id=CBH24634.1]_[location=1945923..1946897],1712,"M8lcl_FP565814.1_prot_CBH24742.1_1821_[gene=purE]_[protein=phosphoribosylaminoimidazole_carboxylase,_catalytic_subunit]_[protein_id=CBH24742.1]_[location=2080914..2081426]",1820,0.5140675353697949,1,2,INFO
M8lcl_FP565814.1_prot_CBH24638.1_1717_[gene=pruA]_[protein=1_pyrroline_5_carboxylate_dehydrogenase]_[protein_id=CBH24638.1]_[location=1949955..1951643],1716,M8lcl_FP565814.1_prot_CBH23995.1_1073_[gene=SRM_01074]_[protein=hypothetical_protein]_[protein_id=CBH23995.1]_[location=complement(1228144..1228248)],1072,0.521193480415657,1,2,INFO
M8lcl_FP565814.1_prot_CBH24638.1_1717_[gene=pruA]_[protein=1_pyrroline_5_carboxylate_dehydrogenase]_[protein_id=CBH24638.1]_[location=1949955..1951643],1716,"M8lcl_FP565814.1_prot_CBH24004.1_1083_[gene=SRM_01083]_[protein=Hypothetical_protein,_secreted]_[protein_id=CBH24004.1]_[location=complement(1241479..1242567)]",1082,0.6242256139747251,1,2,INFO
M8lcl_FP565814.1_prot_CBH24638.1_1717_[gene=pruA]_[protein=1_pyrroline_5_carboxylate_dehydrogenase]_[protein_id=CBH24638.1]_[location=1949955..1951643],1716,M8lcl_FP565814.1_prot_CBH24009.1_1088_[gene=ggt]_[protein=Gamma_glutamyltranspeptidase_[Precursor]]_[protein_id=CBH24009.1]_[location=1247992..1249818],1087,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24638.1_1717_[gene=pruA]_[protein=1_pyrroline_5_carboxylate_dehydrogenase]_[protein_id=CBH24638.1]_[location=1949955..1951643],1716,M8lcl_FP565814.1_prot_CBH24053.1_1132_[gene=aspB]_[protein=Aspartate_aminotransferase]_[protein_id=CBH24053.1]_[location=1300003..1301217],1131,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24638.1_1717_[gene=pruA]_[protein=1_pyrroline_5_carboxylate_dehydrogenase]_[protein_id=CBH24638.1]_[location=1949955..1951643],1716,M8lcl_FP565814.1_prot_CBH24144.1_1223_[gene=SRM_01223]_[protein=conserved_hypothetical_protein]_[protein_id=CBH24144.1]_[location=1400812..1401168],1222,0.6219443184254502,1,2,INFO
M8lcl_FP565814.1_prot_CBH24638.1_1717_[gene=pruA]_[protein=1_pyrroline_5_carboxylate_dehydrogenase]_[protein_id=CBH24638.1]_[location=1949955..1951643],1716,M8lcl_FP565814.1_prot_CBH24272.1_1351_[gene=gltB]_[protein=Ferredoxin_dependent_glutamate_synthase_1]_[protein_id=CBH24272.1]_[location=1530400..1534974],1350,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24638.1_1717_[gene=pruA]_[protein=1_pyrroline_5_carboxylate_dehydrogenase]_[protein_id=CBH24638.1]_[location=1949955..1951643],1716,M8lcl_FP565814.1_prot_CBH24273.1_1352_[gene=gltD]_[protein=Glutamate_synthase_[NADPH]_small_chain]_[protein_id=CBH24273.1]_[location=1535048..1536628],1351,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24638.1_1717_[gene=pruA]_[protein=1_pyrroline_5_carboxylate_dehydrogenase]_[protein_id=CBH24638.1]_[location=1949955..1951643],1716,"M8lcl_FP565814.1_prot_CBH24339.1_1418_[gene=SRM_01418]_[protein=Aldehyde_dehydrogenase,_mitochondrial_precursor]_[protein_id=CBH24339.1]_[location=1607566..1609155]",1417,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24638.1_1717_[gene=pruA]_[protein=1_pyrroline_5_carboxylate_dehydrogenase]_[protein_id=CBH24638.1]_[location=1949955..1951643],1716,M8lcl_FP565814.1_prot_CBH24340.1_1419_[gene=SRM_01419]_[protein=aldehyde_dehydrogenase_(NAD)_family_protein]_[protein_id=CBH24340.1]_[location=1609056..1609946],1418,0.5794182827553747,1,2,INFO
M8lcl_FP565814.1_prot_CBH24638.1_1717_[gene=pruA]_[protein=1_pyrroline_5_carboxylate_dehydrogenase]_[protein_id=CBH24638.1]_[location=1949955..1951643],1716,M8lcl_FP565814.1_prot_CBH24363.1_1442_[gene=proA]_[protein=Gamma_glutamyl_phosphate_reductase]_[protein_id=CBH24363.1]_[location=1635321..1636631],1441,0.5429562146805398,1,2,INFO
M8lcl_FP565814.1_prot_CBH24638.1_1717_[gene=pruA]_[protein=1_pyrroline_5_carboxylate_dehydrogenase]_[protein_id=CBH24638.1]_[location=1949955..1951643],1716,M8lcl_FP565814.1_prot_CBH24367.1_1446_[gene=gcvP]_[protein=Glycine_dehydrogenase_[decarboxylating]]_[protein_id=CBH24367.1]_[location=complement(1640638..1643550)],1445,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH24638.1_1717_[gene=pruA]_[protein=1_pyrroline_5_carboxylate_dehydrogenase]_[protein_id=CBH24638.1]_[location=1949955..1951643],1716,"M8lcl_FP565814.1_prot_CBH24433.1_1512_[gene=SRM_01512]_[protein=Conserved_hypothetical_protein,_membrane]_[protein_id=CBH24433.1]_[location=1724485..1725147]",1511,0.5272503200098708,1,2,INFO
M8lcl_FP565814.1_prot_CBH24638.1_1717_[gene=pruA]_[protein=1_pyrroline_5_carboxylate_dehydrogenase]_[protein_id=CBH24638.1]_[location=1949955..1951643],1716,M8lcl_FP565814.1_prot_CBH24438.1_1518_[gene=aspC]_[protein=aspartate_aminotransferase]_[protein_id=CBH24438.1]_[location=1731667..1732860],1517,0.7445316227541731,1,2,INFO
